Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
4080.ukbb.sumstats.gz,formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.tab.sumstats.gz,-0.254,0.111,-2.288,0.022,0.084,0.041,0.996,0.007,0.002,0.007
4080.ukbb.sumstats.gz,formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.tab.sumstats.gz,-0.011,0.032,-0.355,0.722,0.117,0.011,0.974,0.013,-0.011,0.008
4080.ukbb.sumstats.gz,formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.tab.sumstats.gz,-0.029,0.032,-0.912,0.362,0.109,0.009,0.971,0.013,-0.008,0.008
4080.ukbb.sumstats.gz,formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab.sumstats.gz,-0.1,0.053,-1.885,0.059,0.163,0.064,0.954,0.014,-0.001,0.007
4080.ukbb.sumstats.gz,formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.tab.sumstats.gz,0.286,0.056,5.059,4.21E-07,0.045,0.009,0.997,0.007,-0.003,0.006
4080.ukbb.sumstats.gz,formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.tab.sumstats.gz,NA,NA,NA,NA,-0.078,0.067,1.018,0.007,0.006,0.006
4080.ukbb.sumstats.gz,formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.tab.sumstats.gz,0.283,0.053,5.342,9.21E-08,0.053,0.011,0.995,0.007,-0.008,0.006
4080.ukbb.sumstats.gz,for_Philip_data_delivery.txt.new.tab.sumstats.gz,-0.054,0.099,-0.543,0.587,0.145,0.099,1.017,0.009,0.013,0.009
4080.ukbb.sumstats.gz,FracA-UkBio-2016-All-Format.txt.gz.tab.sumstats.gz,-0.018,0.052,-0.348,0.728,0.022,0.004,0.998,0.006,-0.008,0.006
4080.ukbb.sumstats.gz,FracF-UkBio-2016-All-Format.txt.gz.tab.sumstats.gz,-0.015,0.059,-0.253,0.801,0.017,0.003,1.003,0.006,-0.005,0.006
4080.ukbb.sumstats.gz,FVC_Z_score.csv.tab.sumstats.gz,-0.099,0.03,-3.288,0.001,0.26,0.017,0.977,0.007,-0.009,0.007
4080.ukbb.sumstats.gz,G47.ukbb.sumstats.gz,0.085,0.066,1.276,0.202,0.006,0.001,0.994,0.007,0.003,0.006
4080.ukbb.sumstats.gz,G56.ukbb.sumstats.gz,0.107,0.041,2.645,0.008,0.014,0.002,1.008,0.007,0.013,0.006
4080.ukbb.sumstats.gz,gabriel_results.txt.tab.sumstats.gz,0.054,0.055,0.988,0.323,0.12,0.027,1.009,0.008,-0.01,0.007
4080.ukbb.sumstats.gz,gcan_meta.out.gz.tab.sumstats.gz,-0.075,0.031,-2.438,0.015,0.526,0.031,0.877,0.007,0,0.006
4080.ukbb.sumstats.gz,GCSF_noBMI.data.eaf.tab.sumstats.gz,0.261,0.438,0.594,0.552,0.023,0.061,1.008,0.008,-0.007,0.006
4080.ukbb.sumstats.gz,GC_Summary_stat_MRbase.txt.tab.sumstats.gz,0.107,0.055,1.958,0.05,1.894,0.535,0.954,0.008,-0.005,0.006
4080.ukbb.sumstats.gz,GEFOS2_FNBMD_POOLED_GC.txt.gz.tab.sumstats.gz,0.04,0.031,1.283,0.199,0.276,0.023,0.88,0.008,-0.005,0.006
4080.ukbb.sumstats.gz,GEFOS2_LSBMD_POOLED_GC.txt.gz.tab.sumstats.gz,0.031,0.037,0.844,0.398,0.238,0.022,0.9,0.008,0.003,0.007
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,-0.103,0.024,-4.295,1.75E-05,0.149,0.009,0.803,0.009,-0.003,0.006
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_COMBINED_EUR.txt.gz.tab.sumstats.gz,-0.103,0.024,-4.257,2.07E-05,0.15,0.009,0.805,0.009,-0.003,0.006
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.101,0.029,-3.499,0,0.156,0.012,0.859,0.009,-5.60E-05,0.006
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_FEMALES_EUR.txt.gz.tab.sumstats.gz,-0.099,0.029,-3.406,0.001,0.156,0.012,0.862,0.009,-0.001,0.006
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_MALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.122,0.031,-3.946,7.95E-05,0.208,0.017,0.864,0.01,0.002,0.008
4080.ukbb.sumstats.gz,GIANT_2015_HIPadjBMI_MALES_EUR.txt.gz.tab.sumstats.gz,-0.121,0.031,-3.902,9.55E-05,0.209,0.017,0.865,0.01,0.002,0.008
4080.ukbb.sumstats.gz,GIANT_2015_HIP_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.038,0.024,1.603,0.109,0.152,0.009,0.751,0.009,0.003,0.007
4080.ukbb.sumstats.gz,GIANT_2015_HIP_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.038,0.024,1.588,0.112,0.152,0.009,0.754,0.009,0.003,0.007
4080.ukbb.sumstats.gz,GIANT_2015_HIP_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.036,0.025,1.427,0.153,0.179,0.011,0.813,0.008,0.006,0.006
4080.ukbb.sumstats.gz,GIANT_2015_HIP_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.092,0.027,3.477,0.001,0.163,0.01,0.808,0.007,0.004,0.007
4080.ukbb.sumstats.gz,GIANT_2015_HIP_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.017,0.034,0.514,0.608,0.192,0.017,0.869,0.01,0.005,0.008
4080.ukbb.sumstats.gz,GIANT_2015_HIP_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.016,0.034,0.473,0.636,0.192,0.017,0.871,0.009,0.006,0.008
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,-0.032,0.025,-1.27,0.204,0.112,0.007,0.822,0.009,0.008,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_COMBINED_EUR.txt.gz.tab.sumstats.gz,-0.031,0.025,-1.223,0.221,0.111,0.007,0.824,0.009,0.008,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.02,0.03,-0.647,0.518,0.117,0.01,0.89,0.009,0.008,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_FEMALES_EUR.txt.gz.tab.sumstats.gz,-0.019,0.031,-0.629,0.529,0.115,0.01,0.892,0.009,0.007,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_MALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.071,0.03,-2.384,0.017,0.178,0.012,0.87,0.008,0.012,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WCadjBMI_MALES_EUR.txt.gz.tab.sumstats.gz,-0.071,0.03,-2.372,0.018,0.181,0.012,0.871,0.008,0.012,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WC_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.09,0.023,3.96,7.50E-05,0.145,0.009,0.738,0.009,0.006,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WC_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.091,0.023,3.987,6.70E-05,0.144,0.009,0.74,0.009,0.006,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WC_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.091,0.027,3.414,0.001,0.165,0.01,0.806,0.007,0.005,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WC_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.092,0.027,3.477,0.001,0.163,0.01,0.808,0.007,0.004,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WC_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.074,0.031,2.387,0.017,0.183,0.017,0.855,0.009,0.007,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WC_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.074,0.031,2.428,0.015,0.184,0.017,0.856,0.009,0.007,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.072,0.029,2.437,0.015,0.094,0.008,0.852,0.01,0.009,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.073,0.03,2.463,0.014,0.093,0.008,0.855,0.01,0.009,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.066,0.034,1.927,0.054,0.116,0.013,0.906,0.011,0.006,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.066,0.034,1.917,0.055,0.115,0.013,0.908,0.011,0.007,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.049,0.035,1.392,0.164,0.131,0.011,0.902,0.008,0.011,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHRadjBMI_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.051,0.036,1.422,0.155,0.129,0.011,0.904,0.008,0.011,0.008
4080.ukbb.sumstats.gz,GIANT_2015_WHR_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,0.136,0.026,5.123,3.01E-07,0.105,0.006,0.825,0.008,0.008,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WHR_COMBINED_EUR.txt.gz.tab.sumstats.gz,0.137,0.027,5.15,2.60E-07,0.103,0.006,0.828,0.008,0.008,0.006
4080.ukbb.sumstats.gz,GIANT_2015_WHR_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,0.116,0.034,3.385,0.001,0.118,0.011,0.886,0.009,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHR_FEMALES_EUR.txt.gz.tab.sumstats.gz,0.115,0.034,3.356,0.001,0.117,0.011,0.889,0.009,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHR_MALES_AllAncestries.txt.gz.tab.sumstats.gz,0.129,0.034,3.823,0,0.142,0.012,0.888,0.008,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_2015_WHR_MALES_EUR.txt.gz.tab.sumstats.gz,0.13,0.034,3.862,0,0.142,0.012,0.891,0.008,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_EXTREME_BMI_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.121,0.04,2.991,0.003,0.612,0.046,0.892,0.01,0.005,0.009
4080.ukbb.sumstats.gz,GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,-0.148,0.03,-5.012,5.39E-07,1.06,0.092,0.887,0.016,0.011,0.01
4080.ukbb.sumstats.gz,GIANT_EXTREME_WHR_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.119,0.052,2.277,0.023,0.362,0.058,0.958,0.009,0.006,0.008
4080.ukbb.sumstats.gz,GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq.txt.gz.tab.sumstats.gz,-0.128,0.02,-6.303,2.92E-10,0.347,0.018,1.224,0.031,0.004,0.01
4080.ukbb.sumstats.gz,GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.138,0.03,4.627,3.70E-06,0.172,0.009,0.797,0.009,0.006,0.007
4080.ukbb.sumstats.gz,GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.147,0.034,4.33,1.49E-05,0.164,0.011,0.875,0.009,0.002,0.008
4080.ukbb.sumstats.gz,GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.147,0.051,2.884,0.004,0.115,0.014,0.941,0.009,-0.003,0.009
4080.ukbb.sumstats.gz,GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.153,0.029,5.22,1.79E-07,0.088,0.005,0.817,0.008,5.77E-05,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_MEN_N.txt.tab.sumstats.gz,0.111,0.032,3.441,0.001,0.166,0.012,0.867,0.008,0.001,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_WOMEN_N.txt.tab.sumstats.gz,0.137,0.031,4.463,8.07E-06,0.181,0.01,0.825,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.tab.sumstats.gz,-0.136,0.027,-5.118,3.09E-07,0.266,0.017,0.831,0.01,0.014,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.tab.sumstats.gz,-0.146,0.027,-5.424,5.82E-08,0.252,0.018,0.825,0.011,0.002,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_MEN_N.txt.tab.sumstats.gz,-0.119,0.04,-2.997,0.003,0.156,0.018,0.931,0.007,0.001,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_WOMEN_N.txt.tab.sumstats.gz,-0.12,0.047,-2.552,0.011,0.132,0.015,0.938,0.006,-0.003,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN_N.txt.tab.sumstats.gz,-0.015,0.045,-0.336,0.737,0.131,0.016,0.949,0.007,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN_N.txt.tab.sumstats.gz,0.06,0.039,1.532,0.125,0.14,0.014,0.926,0.007,-0.001,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN_N.txt.tab.sumstats.gz,-0.031,0.033,-0.943,0.346,0.134,0.014,0.933,0.007,0.005,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_WOMEN_N.txt.tab.sumstats.gz,-0.019,0.044,-0.428,0.668,0.099,0.012,0.938,0.008,-0.002,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_MEN_N.txt.tab.sumstats.gz,0.09,0.036,2.537,0.011,0.146,0.016,0.926,0.007,0.005,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_WOMEN_N.txt.tab.sumstats.gz,0.108,0.034,3.155,0.002,0.151,0.012,0.9,0.007,-0.002,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN_N.txt.tab.sumstats.gz,0.006,0.032,0.201,0.84,0.197,0.013,0.858,0.008,0.008,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt.tab.sumstats.gz,0.059,0.03,1.993,0.046,0.19,0.011,0.824,0.008,-0.001,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN_N.txt.tab.sumstats.gz,0.103,0.049,2.121,0.034,0.098,0.016,0.952,0.007,0.006,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN_N.txt.tab.sumstats.gz,0.069,0.049,1.398,0.162,0.093,0.017,0.963,0.008,0.005,0.007
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN_N.txt.tab.sumstats.gz,0.164,0.042,3.909,9.27E-05,0.118,0.015,0.94,0.007,0.004,0.006
4080.ukbb.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN_N.txt.tab.sumstats.gz,0.125,0.045,2.756,0.006,0.108,0.015,0.944,0.007,0.006,0.006
4080.ukbb.sumstats.gz,GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_BMI.txt.tab.sumstats.gz,0.177,0.125,1.413,0.158,0.005,0.004,1.024,0.006,-0.006,0.006
4080.ukbb.sumstats.gz,GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_Height.txt.tab.sumstats.gz,0.06,0.078,0.766,0.444,0.011,0.004,1.007,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,GNEPH_for_MRBase.csv.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.026,0.093,1.009,0.009,0.004,0.009
4080.ukbb.sumstats.gz,GPC-1.NEO-AGREEABLENESS.full.txt.tab.sumstats.gz,-0.165,0.215,-0.766,0.443,0.017,0.026,1.002,0.007,0.009,0.006
4080.ukbb.sumstats.gz,GPC-1.NEO-CONSCIENTIOUSNESS.full.txt.tab.sumstats.gz,0.079,0.083,0.956,0.339,0.075,0.03,1,0.007,-0.002,0.007
4080.ukbb.sumstats.gz,GPC-1.NEO-EXTRAVERSION.full.txt.tab.sumstats.gz,-0.191,0.126,-1.515,0.13,0.042,0.027,0.999,0.007,0.01,0.007
4080.ukbb.sumstats.gz,GPC-1.NEO-NEUROTICISM.full.txt.tab.sumstats.gz,0.062,0.11,0.561,0.575,0.038,0.026,1.007,0.007,-0.003,0.007
4080.ukbb.sumstats.gz,GPC-1.NEO-OPENNESS.full.txt.tab.sumstats.gz,-0.104,0.063,-1.646,0.1,0.11,0.026,0.991,0.007,0.011,0.006
4080.ukbb.sumstats.gz,GPC-2.NEUROTICISM.full.txt.tab.sumstats.gz,0.024,0.063,0.382,0.702,0.014,0.003,1.011,0.007,-0.005,0.006
4080.ukbb.sumstats.gz,GROa_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,-0.011,0.149,0.997,0.007,-0.004,0.006
4080.ukbb.sumstats.gz,GUGC_MetaAnalysis_Results_Gout.csv.tab.sumstats.gz,NA,NA,NA,NA,-0.008,0.016,1.036,0.011,-0.002,0.005
4080.ukbb.sumstats.gz,GUGC_MetaAnalysis_Results_UA.csv.tab.sumstats.gz,0.168,0.038,4.48,7.47E-06,0.159,0.052,0.848,0.045,0.003,0.007
4080.ukbb.sumstats.gz,GWA_Lin_10.txt.gz.tab.sumstats.gz,0.205,0.303,0.675,0.499,0.659,1.239,1.024,0.01,-0.001,0.008
4080.ukbb.sumstats.gz,GWA_Lin_11.txt.gz.tab.sumstats.gz,-0.012,0.162,-0.076,0.94,0.801,1.041,1.016,0.009,0.001,0.008
4080.ukbb.sumstats.gz,GWA_Lin_14.txt.gz.tab.sumstats.gz,-0.021,0.176,-0.119,0.905,0.602,1.177,0.995,0.009,0.003,0.008
4080.ukbb.sumstats.gz,GWA_Lin_16.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,GWA_Lin_19.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.417,0.989,1.006,0.007,0.003,0.007
4080.ukbb.sumstats.gz,GWA_Lin_1.txt.gz.tab.sumstats.gz,-0.476,0.418,-1.14,0.254,0.716,1.059,1.003,0.008,0.023,0.008
4080.ukbb.sumstats.gz,GWA_Lin_20.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.439,1.123,1.005,0.008,0.001,0.007
4080.ukbb.sumstats.gz,GWA_Lin_23.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.935,0.985,1.005,0.008,-0.002,0.008
4080.ukbb.sumstats.gz,GWA_Lin_26.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.591,1.038,1.019,0.008,6.49E-05,0.008
4080.ukbb.sumstats.gz,GWA_Lin_27.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.404,1.077,1.031,0.008,0.001,0.008
4080.ukbb.sumstats.gz,GWA_Lin_28.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-2.449,0.996,1.028,0.008,-0.015,0.008
4080.ukbb.sumstats.gz,GWA_Lin_29.txt.gz.tab.sumstats.gz,0.036,0.221,0.164,0.869,0.493,1.035,1.013,0.008,-0.005,0.009
4080.ukbb.sumstats.gz,GWA_Lin_2.txt.gz.tab.sumstats.gz,0.334,0.171,1.953,0.051,1.441,1.029,1.001,0.008,-0.022,0.008
4080.ukbb.sumstats.gz,GWA_Lin_32.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.596,1.029,1.049,0.008,0.011,0.007
4080.ukbb.sumstats.gz,GWA_Lin_39.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.377,1.052,1.012,0.008,0.009,0.008
4080.ukbb.sumstats.gz,GWA_Lin_40.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.38,1.053,1.013,0.008,-0.009,0.008
4080.ukbb.sumstats.gz,GWA_Lin_41.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.207,1.027,1.014,0.008,0.003,0.007
4080.ukbb.sumstats.gz,GWA_Lin_42.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.491,0.992,1.023,0.008,0.009,0.008
4080.ukbb.sumstats.gz,GWA_Lin_43.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.448,0.989,1.023,0.008,-0.01,0.008
4080.ukbb.sumstats.gz,GWA_Lin_4.txt.gz.tab.sumstats.gz,0.062,0.099,0.62,0.535,2.004,1.209,0.991,0.009,-0.005,0.008
4080.ukbb.sumstats.gz,GWA_Lin_5.txt.gz.tab.sumstats.gz,-0.086,0.494,-0.175,0.861,0.276,1.1,1.007,0.008,0.003,0.008
4080.ukbb.sumstats.gz,GWA_Lin_7.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.093,1.09,1.027,0.009,0.016,0.008
4080.ukbb.sumstats.gz,gwama_1_fixed.out.plasma_cortisol.tab.sumstats.gz,0.087,0.097,0.892,0.372,0.065,0.036,1.002,0.007,0.005,0.007
4080.ukbb.sumstats.gz,GWA_MFI_121.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.615,1.061,1.042,0.008,0.003,0.008
4080.ukbb.sumstats.gz,GWA_MFI_130.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.447,1.054,1.025,0.008,0.002,0.007
4080.ukbb.sumstats.gz,GWA_MFI_189.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.775,1.011,1.013,0.008,-0.01,0.008
4080.ukbb.sumstats.gz,GWA_MFI_199.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.746,1.018,1.015,0.008,0.006,0.009
4080.ukbb.sumstats.gz,GWA_MFI_1.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.592,0.983,1.019,0.008,0.015,0.008
4080.ukbb.sumstats.gz,GWA_MFI_212.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.708,0.976,1.026,0.008,-0.002,0.008
4080.ukbb.sumstats.gz,GWA_MFI_231.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.343,1.158,1.023,0.008,-0.005,0.008
4080.ukbb.sumstats.gz,GWA_MFI_236.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.623,1.085,1.019,0.008,-0.004,0.007
4080.ukbb.sumstats.gz,GWA_MFI_268.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4080.ukbb.sumstats.gz,GWA_MFI_41.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.486,1.077,1.016,0.008,0.001,0.007
4080.ukbb.sumstats.gz,GWA_MFI_441.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.572,1.115,1.063,0.009,-0.002,0.009
4080.ukbb.sumstats.gz,GWA_MFI_442.txt.gz.tab.sumstats.gz,-0.085,0.291,-0.291,0.771,0.335,1.133,1.02,0.009,0.009,0.008
4080.ukbb.sumstats.gz,GWA_MFI_459.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.63,1.118,1.022,0.009,0.008,0.007
4080.ukbb.sumstats.gz,GWA_MFI_484.txt.gz.tab.sumstats.gz,-0.107,0.195,-0.549,0.583,0.778,1.056,0.998,0.009,0.015,0.008
4080.ukbb.sumstats.gz,GWA_MFI_504.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.84,1.139,1.037,0.008,-0.007,0.008
4080.ukbb.sumstats.gz,GWA_MFI_516.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-2.04,2.08,1.07,0.011,-0.003,0.007
4080.ukbb.sumstats.gz,GWA_MFI_552.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.408,1.077,1.019,0.009,-0.006,0.008
4080.ukbb.sumstats.gz,GWA_MFI_578.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.574,1.103,1.016,0.008,0.003,0.009
4080.ukbb.sumstats.gz,GWA_MFI_588.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.025,1.287,1.033,0.009,0.007,0.009
4080.ukbb.sumstats.gz,GWA_MFI_589.txt.gz.tab.sumstats.gz,-0.034,0.193,-0.179,0.858,0.604,1.344,1.015,0.009,0.01,0.008
4080.ukbb.sumstats.gz,GWA_MFI_58.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.528,1.15,1.076,0.008,0,0.008
4080.ukbb.sumstats.gz,GWA_MFI_67.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.055,1.131,1.05,0.008,0.011,0.008
4080.ukbb.sumstats.gz,GWA_P1_10509.txt.gz.tab.sumstats.gz,0.173,0.172,1.005,0.315,0.916,1.047,0.997,0.008,-0.004,0.007
4080.ukbb.sumstats.gz,GWA_P1_10575.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.115,1.139,1.024,0.008,0.003,0.007
4080.ukbb.sumstats.gz,GWA_P1_12137.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.273,1.126,1.023,0.009,0.006,0.008
4080.ukbb.sumstats.gz,GWA_P1_12682.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.08,1.066,1.008,0.008,-0.004,0.008
4080.ukbb.sumstats.gz,GWA_P1_12906.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.721,1.189,1.017,0.008,0.006,0.007
4080.ukbb.sumstats.gz,GWA_P1_16.txt.gz.tab.sumstats.gz,NA,NA,NA,NA,-1.253,1.095,1.029,0.009,0.003,0.008
