Trait1,Trait2,rg,se,z,p,h2_obs,h2_obs_se,h2_int,h2_int_se,gcov_int,gcov_int_se
cad.add.160614.website.txt.tab.sumstats.gz,DIAGRAM.noWTCCC.out.gz.tab.sumstats.gz,0.242,0.073,3.326,0.001,0.039,0.009,1.078,0.007,0.013,0.005
cad.add.160614.website.txt.tab.sumstats.gz,DIAGRAMv3.2012DEC17.txt.tab.all_pos.sumstats.gz,0.321,0.051,6.267,3.68E-10,0.552,0.062,1.013,0.008,0.048,0.006
cad.add.160614.website.txt.tab.sumstats.gz,DS_Full.txt.gz.tab.sumstats.gz,0.142,0.044,3.263,0.001,0.048,0.004,1,0.007,0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,E03.ukbb.sumstats.gz,0.393,0.868,0.453,0.65,0,0.001,0.998,0.006,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,E04.ukbb.sumstats.gz,-0.012,0.073,-0.165,0.869,0.005,0.001,0.993,0.006,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,EAGLE_20151029_n10k_GC1_Psort_BETA.se.rsid.tbl.tab.sumstats.gz,0.218,0.102,2.127,0.033,0.073,0.03,0.993,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EAGLE_20151029_n10k_NOGC1_Psort_BETA.se.rsid.tbl.tab.sumstats.gz,0.217,0.103,2.119,0.034,0.074,0.03,1.008,0.007,0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EduYears_Discovery_5000.txt.tab.sumstats.gz,-1.683,1.572,-1.071,0.284,0.51,0.063,11.785,0.197,-0.043,0.386
cad.add.160614.website.txt.tab.sumstats.gz,EduYears_Main_Men.txt.gz.tab.sumstats.gz,-0.282,0.03,-9.513,1.86E-21,0.146,0.007,0.948,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EduYears_Main.txt.gz.tab.sumstats.gz,-0.285,0.025,-11.534,8.94E-31,0.127,0.004,0.927,0.01,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EduYears_Main_Women.txt.gz.tab.sumstats.gz,-0.279,0.029,-9.731,2.22E-22,0.136,0.006,0.951,0.009,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EduYears_Pooled_5000.txt.tab.sumstats.gz,NA,NA,NA,NA,0.462,0.055,12.508,0.297,-0.903,0.402
cad.add.160614.website.txt.tab.sumstats.gz,EGG_BW2_DISCOVERY.txt.gz.tab.sumstats.gz,-0.146,0.055,-2.636,0.008,0.114,0.018,1.003,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EGG-GWAS-BL.txt.gz.tab.sumstats.gz,-0.176,0.059,-2.987,0.003,0.17,0.023,0.992,0.007,-0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EGG_HC_DISCOVERY.txt.gz.tab.sumstats.gz,-0.064,0.075,-0.856,0.392,0.227,0.044,0.99,0.007,-0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EGG_Obesity_Meta_Analysis_1.txt.gz.tab.sumstats.gz,0.163,0.046,3.542,0,0.414,0.046,0.922,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanAccumbens_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,-0.276,0.113,-2.45,0.014,0.091,0.036,0.979,0.006,0.003,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanAmygdala_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,NA,NA,NA,NA,-0.021,0.033,1.002,0.006,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanCaudate_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,-0.035,0.057,-0.616,0.538,0.25,0.039,0.968,0.006,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanHippocampus_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,0.032,0.08,0.4,0.689,0.141,0.039,0.988,0.006,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanPallidum_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,-0.028,0.074,-0.377,0.706,0.16,0.042,0.978,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,ENIGMA2_MeanThalamus_Combined_GenomeControlled_Jan23.tbl.gz.tab.sumstats.gz,0.016,0.081,0.2,0.842,0.139,0.036,0.98,0.006,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,Eotaxin_noBMI.data.eaf.tab.sumstats.gz,-0.119,0.099,-1.198,0.231,0.109,0.064,1.008,0.008,0.005,0.004
cad.add.160614.website.txt.tab.sumstats.gz,EUR.CD.gwas.assoc.gz.tab.sumstats.gz,0.078,0.04,1.938,0.053,0.503,0.059,1.023,0.011,0.048,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EUR.IBD.gwas.assoc.gz.tab.sumstats.gz,0.068,0.043,1.601,0.109,0.337,0.034,1.052,0.01,0.055,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EURO_ALS_SUMMARY_STAT_Al_B.gz.tab.sumstats.gz,-0.039,0.05,-0.774,0.439,0.27,0.031,0.99,0.007,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,EUR.UC.gwas.assoc.gz.tab.sumstats.gz,0.025,0.047,0.53,0.596,0.261,0.032,1.046,0.01,0.05,0.005
cad.add.160614.website.txt.tab.sumstats.gz,F31.ukbb.sumstats.gz,-0.061,0.079,-0.775,0.438,0.005,0.001,0.987,0.007,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,F43.ukbb.sumstats.gz,0.017,0.196,0.085,0.932,0.001,0.001,1.003,0.006,0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,fa2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,0.178,0.11,1.621,0.105,0.085,0.042,1.012,0.007,-0.002,0.004
cad.add.160614.website.txt.tab.sumstats.gz,FEV1_SpiroMeta-CHARGE_results_PMID21946350.txt.tab.sumstats.gz,-0.147,0.044,-3.369,0.001,0.161,0.014,0.893,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,FEV1_Z_score.csv.tab.sumstats.gz,-0.076,0.033,-2.26,0.024,0.267,0.017,0.969,0.007,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,FF_SpiroMeta-CHARGE_results_PMID21946350.a1a2.txt.tab.sumstats.gz,-0.05,0.054,-0.93,0.352,0.123,0.014,0.929,0.008,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,FGFBasic_noBMI.data.eaf.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,final4_ultraclean.assoc.logistic.ADD.tab.sumstats.gz,0.063,0.083,0.758,0.449,1.672,1.176,1.065,0.145,0.047,0.028
cad.add.160614.website.txt.tab.sumstats.gz,FinnuncorrNLITUK1UK3hap300_unadjusted.cmh.txt.tab.sumstats.gz,-0.02,0.059,-0.329,0.742,0.312,0.048,1.065,0.011,0.043,0.006
cad.add.160614.website.txt.tab.sumstats.gz,FinnuncorrNLITUK3hap250_unadjusted.cmh.txt.tab.sumstats.gz,0.071,0.096,0.738,0.46,0.213,0.065,1.071,0.01,0.041,0.007
cad.add.160614.website.txt.tab.sumstats.gz,fn2stu.MAF0_.005.pos_.out_.gz.tab.sumstats.gz,0.066,0.044,1.508,0.131,0.126,0.015,0.975,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_AA_eGFRcrea_overall_2GC_b36_MAFget005_Nget50.csv.tab.sumstats.gz,-0.108,0.149,-0.723,0.469,0.026,0.024,1.004,0.007,0.004,0.004
cad.add.160614.website.txt.tab.sumstats.gz,formatted_MA_overall_2GC_b36_MAFget005_Nget50.csv.tab.sumstats.gz,0.239,0.141,1.701,0.089,0.015,0.008,1.007,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_CKD_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab.sumstats.gz,0.065,0.078,0.828,0.408,0.018,0.006,1.017,0.009,0.013,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_eGFRcrea_DM_IV_2GC_b36_MAFget005_Nget50_20140331.csv.tab.sumstats.gz,0.064,0.12,0.534,0.593,0.076,0.041,0.998,0.007,-0.008,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_eGFRcrea_nonDM_IV_2GC_b36_MAFget005_Nget50_20120627_b37.csv.tab.sumstats.gz,-0.01,0.039,-0.266,0.79,0.115,0.011,0.979,0.013,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_eGFRcrea_overall_IV_2GC_b36_MAFget005_Nget50_20120705_b37.csv.tab.sumstats.gz,-0.009,0.038,-0.228,0.82,0.108,0.009,0.975,0.013,-0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_eGFRcys_overall_IV_2GC_b36_MAFget005_Nget50_20120725_b37.csv.tab.sumstats.gz,-0.126,0.05,-2.53,0.011,0.166,0.066,0.953,0.014,-0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_round3meta_UACR_overall_IV_2GC_b36_MAFget005_Nget50_20140505.csv.tab.sumstats.gz,0.231,0.069,3.354,0.001,0.046,0.009,0.996,0.007,-0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_Round3_UACR_DM_2GC_b36_MAFget005_Nget50_2014_03_17.csv.tab.sumstats.gz,NA,NA,NA,NA,-0.083,0.064,1.019,0.006,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,formatted_Round3_UACR_noDM_2GC_b36_MAFget005_Nget50_2014_09_29.csv.tab.sumstats.gz,0.219,0.068,3.209,0.001,0.054,0.011,0.995,0.007,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,for_Philip_data_delivery.txt.new.tab.sumstats.gz,0.277,0.164,1.687,0.092,0.162,0.095,1.016,0.008,-0.009,0.007
cad.add.160614.website.txt.tab.sumstats.gz,FracA-UkBio-2016-All-Format.txt.gz.tab.sumstats.gz,-0.035,0.065,-0.544,0.587,0.021,0.003,0.999,0.006,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,FracF-UkBio-2016-All-Format.txt.gz.tab.sumstats.gz,-0.003,0.071,-0.042,0.967,0.017,0.003,1.002,0.006,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,FVC_Z_score.csv.tab.sumstats.gz,-0.116,0.034,-3.455,0.001,0.262,0.016,0.975,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,G47.ukbb.sumstats.gz,0.213,0.071,2.987,0.003,0.006,0.002,0.995,0.007,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,G56.ukbb.sumstats.gz,0.261,0.055,4.755,1.99E-06,0.014,0.002,1.008,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,gabriel_results.txt.tab.sumstats.gz,0.028,0.068,0.413,0.679,0.112,0.026,1.014,0.008,0.018,0.005
cad.add.160614.website.txt.tab.sumstats.gz,gcan_meta.out.gz.tab.sumstats.gz,-0.052,0.038,-1.367,0.171,0.541,0.03,0.872,0.007,0.02,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GCSF_noBMI.data.eaf.tab.sumstats.gz,0.206,0.339,0.607,0.544,0.025,0.06,1.007,0.008,0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GC_Summary_stat_MRbase.txt.tab.sumstats.gz,0.124,0.082,1.511,0.131,2.086,0.544,0.95,0.008,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GEFOS2_FNBMD_POOLED_GC.txt.gz.tab.sumstats.gz,0.035,0.036,0.954,0.34,0.273,0.022,0.881,0.008,0.003,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GEFOS2_LSBMD_POOLED_GC.txt.gz.tab.sumstats.gz,0.047,0.039,1.198,0.231,0.241,0.022,0.898,0.008,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,-0.146,0.029,-5.076,3.85E-07,0.147,0.009,0.806,0.009,-0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_COMBINED_EUR.txt.gz.tab.sumstats.gz,-0.148,0.029,-5.129,2.92E-07,0.147,0.009,0.808,0.009,-0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.145,0.031,-4.625,3.74E-06,0.156,0.012,0.857,0.008,-0.006,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_FEMALES_EUR.txt.gz.tab.sumstats.gz,-0.144,0.031,-4.598,4.26E-06,0.156,0.012,0.86,0.008,-0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_MALES_AllAncestries.txt.gz.tab.sumstats.gz,-0.163,0.036,-4.483,7.36E-06,0.206,0.016,0.865,0.01,-0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIPadjBMI_MALES_EUR.txt.gz.tab.sumstats.gz,-0.164,0.037,-4.481,7.42E-06,0.206,0.017,0.866,0.01,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.111,0.032,3.459,0.001,0.15,0.009,0.753,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.113,0.032,3.536,0,0.15,0.009,0.756,0.009,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.1,0.036,2.807,0.005,0.177,0.011,0.815,0.008,0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.201,0.034,5.861,4.59E-09,0.16,0.01,0.81,0.007,0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.114,0.044,2.594,0.009,0.192,0.016,0.868,0.009,-0.011,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_HIP_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.114,0.043,2.625,0.009,0.192,0.016,0.871,0.009,-0.011,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,0.063,0.031,1.998,0.046,0.11,0.007,0.823,0.008,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_COMBINED_EUR.txt.gz.tab.sumstats.gz,0.061,0.031,1.955,0.051,0.109,0.007,0.824,0.008,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,0.061,0.039,1.579,0.114,0.114,0.01,0.89,0.008,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_FEMALES_EUR.txt.gz.tab.sumstats.gz,0.061,0.039,1.556,0.12,0.113,0.009,0.892,0.008,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_MALES_AllAncestries.txt.gz.tab.sumstats.gz,0.04,0.038,1.05,0.294,0.175,0.012,0.873,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WCadjBMI_MALES_EUR.txt.gz.tab.sumstats.gz,0.036,0.038,0.961,0.337,0.178,0.012,0.874,0.008,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.229,0.031,7.345,2.05E-13,0.143,0.009,0.741,0.009,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.231,0.031,7.418,1.19E-13,0.142,0.009,0.742,0.009,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.198,0.034,5.814,6.10E-09,0.162,0.01,0.809,0.007,0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.201,0.034,5.861,4.59E-09,0.16,0.01,0.81,0.007,0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.254,0.044,5.732,9.93E-09,0.182,0.018,0.855,0.009,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WC_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.254,0.044,5.803,6.50E-09,0.182,0.017,0.857,0.009,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_COMBINED_AllAncestries.txt.gz.new.tab.sumstats.gz,0.196,0.034,5.688,1.28E-08,0.093,0.007,0.851,0.009,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_COMBINED_EUR.txt.gz.new.tab.sumstats.gz,0.197,0.035,5.69,1.27E-08,0.092,0.007,0.854,0.009,0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_FEMALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.143,0.04,3.566,0,0.117,0.013,0.903,0.01,0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_FEMALES_EUR.txt.gz.new.tab.sumstats.gz,0.141,0.04,3.49,0,0.116,0.013,0.905,0.01,0.012,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_MALES_AllAncestries.txt.gz.new.tab.sumstats.gz,0.214,0.046,4.641,3.47E-06,0.129,0.011,0.902,0.008,0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHRadjBMI_MALES_EUR.txt.gz.new.tab.sumstats.gz,0.215,0.047,4.611,4.01E-06,0.128,0.011,0.905,0.008,0.008,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_COMBINED_AllAncestries.txt.gz.tab.sumstats.gz,0.298,0.033,9.16,5.21E-20,0.103,0.006,0.827,0.008,0.011,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_COMBINED_EUR.txt.gz.tab.sumstats.gz,0.301,0.032,9.272,1.82E-20,0.102,0.006,0.83,0.008,0.011,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_FEMALES_AllAncestries.txt.gz.tab.sumstats.gz,0.237,0.039,6.02,1.74E-09,0.117,0.01,0.885,0.009,0.015,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_FEMALES_EUR.txt.gz.tab.sumstats.gz,0.237,0.039,6.017,1.77E-09,0.116,0.01,0.888,0.009,0.015,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_MALES_AllAncestries.txt.gz.tab.sumstats.gz,0.345,0.047,7.319,2.50E-13,0.141,0.011,0.888,0.008,0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_2015_WHR_MALES_EUR.txt.gz.tab.sumstats.gz,0.347,0.046,7.536,4.85E-14,0.141,0.011,0.891,0.008,0.002,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_EXTREME_BMI_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.247,0.048,5.177,2.26E-07,0.598,0.048,0.895,0.01,0.003,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_EXTREME_HEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,-0.129,0.036,-3.575,0,1.046,0.091,0.888,0.015,-0.007,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_EXTREME_WHR_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.316,0.073,4.311,1.63E-05,0.353,0.056,0.96,0.008,-0.003,0.007
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_HEIGHT_Wood_et_al_2014_publicrelease_HapMapCeuFreq.txt.gz.tab.sumstats.gz,-0.098,0.023,-4.236,2.28E-05,0.344,0.018,1.227,0.03,-0.027,0.007
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_OBESITY_CLASS1_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.205,0.035,5.885,3.98E-09,0.17,0.009,0.798,0.009,0.018,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_OBESITY_CLASS2_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.234,0.042,5.545,2.93E-08,0.161,0.011,0.878,0.009,0.01,0.006
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_OBESITY_CLASS3_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.212,0.061,3.48,0.001,0.117,0.014,0.939,0.009,0.006,0.007
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_OVERWEIGHT_Stage1_Berndt2013_publicrelease_HapMapCeuFreq.txt.tab.all_pos.sumstats.gz,0.204,0.036,5.63,1.80E-08,0.087,0.005,0.818,0.008,0.014,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_MEN_N.txt.tab.sumstats.gz,0.238,0.041,5.859,4.65E-09,0.164,0.012,0.869,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_BMI_WOMEN_N.txt.tab.sumstats.gz,0.198,0.036,5.453,4.96E-08,0.179,0.01,0.825,0.007,0.005,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_MEN_N.txt.tab.sumstats.gz,-0.124,0.029,-4.2,2.67E-05,0.261,0.017,0.834,0.01,-0.01,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HEIGHT_WOMEN_N.txt.tab.sumstats.gz,-0.083,0.029,-2.831,0.005,0.249,0.017,0.826,0.011,-0.014,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_MEN_N.txt.tab.sumstats.gz,-0.213,0.052,-4.099,4.16E-05,0.154,0.016,0.932,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIPadjBMI_WOMEN_N.txt.tab.sumstats.gz,-0.137,0.048,-2.875,0.004,0.133,0.015,0.937,0.006,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_MEN_N.txt.tab.sumstats.gz,0.092,0.051,1.826,0.068,0.131,0.016,0.949,0.006,-0.007,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_HIP_WOMEN_N.txt.tab.sumstats.gz,0.102,0.045,2.256,0.024,0.139,0.014,0.926,0.007,0.004,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_MEN_N.txt.tab.sumstats.gz,0.031,0.045,0.691,0.489,0.131,0.014,0.934,0.007,-0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WCadjBMI_WOMEN_N.txt.tab.sumstats.gz,0.073,0.056,1.317,0.188,0.099,0.011,0.937,0.007,0,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_MEN_N.txt.tab.sumstats.gz,0.253,0.05,5.049,4.45E-07,0.146,0.016,0.925,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WC_WOMEN_N.txt.tab.sumstats.gz,0.188,0.041,4.574,4.77E-06,0.152,0.012,0.898,0.007,0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_MEN_N.txt.tab.sumstats.gz,0.121,0.039,3.072,0.002,0.193,0.013,0.861,0.007,-0.006,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WEIGHT_WOMEN_N.txt.tab.sumstats.gz,0.132,0.038,3.46,0.001,0.189,0.011,0.824,0.007,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_MEN_N.txt.tab.sumstats.gz,0.266,0.06,4.44,9.00E-06,0.094,0.016,0.954,0.007,0.001,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHRadjBMI_WOMEN_N.txt.tab.sumstats.gz,0.138,0.064,2.165,0.03,0.094,0.016,0.962,0.008,0.007,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_MEN_N.txt.tab.sumstats.gz,0.377,0.058,6.486,8.84E-11,0.117,0.015,0.941,0.006,0,0.004
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Randall2013PlosGenet_stage1_publicrelease_HapMapCeuFreq_WHR_WOMEN_N.txt.tab.sumstats.gz,0.216,0.055,3.935,8.33E-05,0.108,0.014,0.942,0.007,0.009,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_BMI.txt.tab.sumstats.gz,0.363,0.183,1.986,0.047,0.005,0.004,1.022,0.006,-0.001,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GIANT_Yang2012Nature_publicrelease_HapMapCeuFreq_Height.txt.tab.sumstats.gz,-0.012,0.095,-0.127,0.899,0.011,0.004,1.008,0.007,-0.002,0.005
cad.add.160614.website.txt.tab.sumstats.gz,GNEPH_for_MRBase.csv.gz.tab.sumstats.gz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
cad.add.160614.website.txt.tab.sumstats.gz,GPC-1.NEO-AGREEABLENESS.full.txt.tab.sumstats.gz,-0.547,0.515,-1.062,0.288,0.016,0.027,1.003,0.007,-0.004,0.005
